-8.5	-0.4088	0.08983	0.08647	-0.0344	1.0	0.0813
-8.25	-0.4231	0.08831	0.08501	-0.0315	1.0	0.0823
-8.0	-0.4442	0.08695	0.08373	-0.0282	1.0	0.0831
-7.75	-0.4937	0.05313	0.04929	-0.0671	0.9865	0.0673
-7.5	-0.4712	0.04655	0.04243	-0.072	0.9817	0.0641
-7.25	-0.4535	0.03731	0.03244	-0.0777	0.9755	0.0622
-7.0	-0.4231	0.03226	0.02667	-0.0816	0.9717	0.0637
-6.75	-0.3952	0.0291	0.02295	-0.0831	0.9655	0.0647
-6.5	-0.3582	0.02703	0.02031	-0.0857	0.962	0.066
-6.25	-0.3204	0.02462	0.01772	-0.0887	0.96	0.0684
-6.0	-0.293	0.02357	0.01656	-0.089	0.9523	0.0702
-5.75	-0.2544	0.02238	0.01517	-0.0913	0.9489	0.0725
-5.5	-0.2129	0.02134	0.0139	-0.094	0.9465	0.0756
-5.25	-0.1843	0.02032	0.0127	-0.0942	0.9393	0.0785
-5.0	-0.1466	0.01934	0.01174	-0.0963	0.9352	0.0824
-4.75	-0.1047	0.01855	0.01086	-0.099	0.9326	0.0877
-4.5	-0.0618	0.01758	0.00989	-0.102	0.9308	0.0951
-4.25	-0.0351	0.01719	0.00943	-0.1016	0.9217	0.103
-4.0	0.003	0.01638	0.00871	-0.1036	0.918	0.115
-3.75	0.0426	0.01571	0.00806	-0.1058	0.9151	0.1299
-3.5	0.0687	0.01531	0.00771	-0.1053	0.9057	0.1437
-3.25	0.1047	0.01477	0.0072	-0.1066	0.9011	0.162
-3.0	0.1342	0.01437	0.00686	-0.1068	0.8934	0.1821
-2.75	0.1659	0.01392	0.00653	-0.1073	0.8865	0.2077
-2.5	0.1964	0.01352	0.00623	-0.1075	0.8792	0.2377
-2.25	0.2255	0.01312	0.00593	-0.1075	0.8706	0.2707
-2.0	0.2541	0.01274	0.00566	-0.1074	0.8618	0.3065
-1.75	0.2836	0.01233	0.00537	-0.1074	0.8533	0.3489
-1.5	0.3098	0.01195	0.0052	-0.1069	0.8424	0.4005
-1.25	0.3373	0.01136	0.00499	-0.1066	0.8336	0.5
-1.0	0.3583	0.0107	0.00498	-0.1046	0.8222	0.6832
-0.5	0.4431	0.00999	0.00468	-0.1085	0.8021	1.0
-0.25	0.4683	0.01	0.00456	-0.1077	0.789	1.0
0.0	0.4938	0.01005	0.00448	-0.1071	0.7758	1.0
0.25	0.5198	0.01011	0.00441	-0.1065	0.7629	1.0
0.5	0.5464	0.01019	0.00435	-0.106	0.7504	1.0
0.75	0.5733	0.01027	0.00429	-0.1056	0.7383	1.0
1.0	0.5988	0.01039	0.00431	-0.105	0.7246	1.0
1.25	0.6247	0.01052	0.00435	-0.1045	0.7115	1.0
1.5	0.651	0.01066	0.00439	-0.104	0.6992	1.0
1.75	0.6778	0.01082	0.00443	-0.1036	0.6876	1.0
2.0	0.7038	0.01097	0.00451	-0.1032	0.6752	1.0
2.25	0.7297	0.01115	0.00463	-0.1027	0.6629	1.0
2.5	0.7561	0.01133	0.00474	-0.1023	0.6517	1.0
2.75	0.7828	0.01152	0.00483	-0.102	0.6409	1.0
3.0	0.8084	0.01171	0.005	-0.1014	0.6289	1.0
3.25	0.8345	0.01191	0.00515	-0.101	0.618	1.0
3.5	0.8613	0.01213	0.00528	-0.1007	0.6079	1.0
3.75	0.8865	0.01233	0.00549	-0.1002	0.5965	1.0
4.0	0.9127	0.01256	0.00569	-0.0998	0.5863	1.0
4.25	0.939	0.0128	0.00587	-0.0995	0.5765	1.0
4.5	0.9643	0.01303	0.00613	-0.099	0.5659	1.0
4.75	0.9905	0.0133	0.00636	-0.0986	0.5563	1.0
5.0	1.0156	0.01352	0.00657	-0.098	0.5448	1.0
5.25	1.0396	0.01373	0.00679	-0.0972	0.5317	1.0
5.5	1.0639	0.01396	0.00701	-0.0965	0.5191	1.0
5.75	1.0888	0.01422	0.00724	-0.0959	0.508	1.0
6.0	1.1122	0.01444	0.00743	-0.095	0.494	1.0
6.25	1.1342	0.01464	0.00764	-0.0938	0.4781	1.0
6.5	1.1562	0.01486	0.00788	-0.0927	0.4627	1.0
6.75	1.1783	0.0151	0.00815	-0.0916	0.4482	1.0
7.0	1.2002	0.01536	0.00845	-0.0905	0.4333	1.0
7.25	1.2215	0.01565	0.00876	-0.0893	0.4177	1.0
7.5	1.242	0.01596	0.00908	-0.088	0.4012	1.0
7.75	1.2616	0.0163	0.00943	-0.0866	0.3835	1.0
8.0	1.2799	0.0167	0.00982	-0.0849	0.3635	1.0
8.25	1.2967	0.01714	0.01026	-0.0831	0.3392	1.0
8.5	1.311	0.01772	0.01076	-0.0809	0.311	1.0
8.75	1.3218	0.01847	0.01138	-0.0781	0.2773	1.0
9.0	1.3267	0.01944	0.01217	-0.0745	0.2406	1.0
9.25	1.3283	0.02069	0.0132	-0.0706	0.1997	1.0
9.5	1.3275	0.02223	0.01449	-0.0667	0.1617	1.0
9.75	1.3266	0.02391	0.01597	-0.063	0.1356	1.0
10.0	1.3275	0.02555	0.01752	-0.0598	0.1187	1.0
10.25	1.3289	0.02726	0.01916	-0.0569	0.108	1.0
10.5	1.3326	0.02887	0.02077	-0.0544	0.1001	1.0
10.75	1.3366	0.03055	0.02249	-0.052	0.0942	1.0
11.0	1.3429	0.03209	0.02408	-0.0501	0.089	1.0
11.25	1.3438	0.03415	0.02607	-0.0479	0.0848	1.0
11.5	1.353	0.03558	0.02764	-0.0464	0.0812	1.0
11.75	1.3601	0.03722	0.02934	-0.045	0.0776	1.0
12.0	1.3641	0.03917	0.03125	-0.0433	0.0746	1.0
12.25	1.3713	0.04092	0.03309	-0.0418	0.0719	1.0
12.5	1.379	0.04262	0.03491	-0.0407	0.069	1.0
12.75	1.3857	0.04441	0.03676	-0.0395	0.0664	1.0
13.0	1.3923	0.04629	0.03859	-0.0382	0.0639	1.0
